Time,TALL_CLM_EFLX_LH_TOT,TALL_NEON_EFLX_LH_TOT,TALL_CLM_GPP,TALL_NEON_GPP,ORNL_CLM_EFLX_LH_TOT,ORNL_NEON_EFLX_LH_TOT,ORNL_CLM_GPP,ORNL_NEON_GPP,OSBS_CLM_EFLX_LH_TOT,OSBS_NEON_EFLX_LH_TOT,OSBS_CLM_GPP,OSBS_NEON_GPP
2018-01-01,20.84089247067742,14.426429110645161,3.713138383354839,0.9236877853786838,9.387522149064516,,0.0,,29.52111799096774,17.386419884225806,5.247190396709677,
2018-02-01,34.32789821107143,19.488155327964286,5.3005778978928575,0.8403739496845714,10.24564947207143,,0.0,,41.437656193571435,23.974308627035715,6.681994913285714,
2018-03-01,45.110745315806454,36.619230173612905,6.8246221991935485,2.38270643442209,18.664199344935483,,0.0,,58.06986122032258,27.965433969935482,8.212980368548388,
2018-04-01,62.990144406333336,59.87132936133333,8.858706553300001,3.95642805149952,52.863835228666666,,5.064731582066667,,67.77967144933334,45.1373274516,8.843894870166668,
2018-05-01,79.87039102677419,87.05275287064516,9.67112081764516,7.157133790364902,76.09661391548387,,8.356001817903225,,74.19601976129032,45.26985155541935,8.925897692032258,
2018-06-01,78.53690908833333,111.69668764500001,9.590192694933334,5.7951365699520005,71.858338971,,8.151873797033334,,84.23546857299999,69.25481550766668,8.791487938966666,
2018-07-01,64.68821257451613,112.01288721225806,9.019327925064514,5.937761321016154,71.53262487258064,,8.03896890967742,,77.42396878225807,60.848507355806454,8.46865805080645,
2018-08-01,52.699903227741935,94.8168145451613,8.086729084451614,6.958555323152516,55.27212631612903,,6.911145887225807,,76.26231080612902,69.5321781216,7.865593630419355,
2018-09-01,38.05045341,72.45155958566667,6.370463340166666,3.8745239712998396,38.17650337233333,,4.723884104766666,,67.03770758266667,,7.488668816166666,
2018-10-01,25.27207676029032,59.606351169677424,4.975777416290323,2.3340085104096,21.925371942032257,,3.0265103106129034,,58.274994073870964,,6.9986183455806446,
2018-11-01,11.0626762338,24.10803106706667,3.7278651876666666,,4.3134132974,,0.23445240543333332,,35.973366524999996,,5.637789307,
2018-12-01,9.85475151616129,17.233458891290322,3.468992805483871,1.3332522385152,4.9262915443548385,,0.0,,29.36242646293548,,5.071877308258064,
2019-01-01,14.06771147919355,17.698298351419353,3.481949604548387,1.245850481664,9.608963027870967,,0.0,,39.81557695741935,,5.758664056580645,
2019-02-01,29.019934430642856,21.075896379083332,5.057368371857143,1.6634755075680001,17.849586190714287,,0.0,,46.800314160000006,,6.5863826585,
2019-03-01,45.18988507806451,,6.744543006709677,,27.771718905903224,,0.039811724903225806,,58.39023632870968,,7.791478250032259,
2019-04-01,64.52590195766666,86.951858156,8.925174825400001,6.4863933331474275,60.86786622499999,,5.779216578333333,,74.104097225,66.67230116478261,8.809299416933333,
2019-05-01,72.60307603999999,90.20856169709677,9.486917115645161,7.826800408365832,76.52773667354839,,7.957872457000001,,81.46156144935485,56.855343080909094,8.888357808741937,
2019-06-01,80.25436576,84.76074086099999,9.535034873033334,9.26057911771008,77.01019138,,8.321775906533334,,80.18622846333332,,8.637510725033334,
2019-07-01,72.3815373535484,98.27880627032258,9.035613590096775,6.433290956208309,80.14252928774194,,7.801930659419355,,72.89410050000001,,8.15064413035484,
2019-08-01,70.64812607709676,102.04502760516128,8.267441024935483,5.039155981138994,76.10129558645161,31.347034606599998,7.3414330049354835,,76.30420185,85.26601471333333,8.025180898903226,
2019-09-01,67.37501202899999,81.85467746666667,7.5341536415,4.1058843155712,67.355224562,11.203284069366667,6.222729699433333,,73.64545061700001,58.456016049,7.704512772466667,4.2796404693792
2019-10-01,41.19448906354839,38.91350746116129,5.567040956387097,3.095761398492077,45.57369161967742,3.5074065711935485,5.295939290741935,,54.024734633225805,43.74540534580645,6.853263911096774,3.7501752396820645
2019-11-01,29.251268572233336,25.886643884766666,5.227811398166667,3.43871372680704,9.9366343602,2.7515741866666668,0.23562365413333333,,35.94742062433333,28.4219920062,5.858936888033333,3.1874433998515195
2019-12-01,24.808314005193548,23.692164819129033,4.070444683354839,0.5258232267263999,8.502917274967741,3.871230521516129,0.0,-0.22630163667839998,33.713449057096774,26.279829651774193,5.323069670451613,1.9906595860570837
2020-01-01,26.44606163387097,24.433109574193548,4.082593038258064,1.4312916513940643,9.919793312161291,12.579888798612904,0.0,-0.44753532485574193,29.02202977096774,26.48578881180645,5.520021815838709,2.4559080609469937
2020-02-01,30.127760283448275,28.959903314310345,4.546310295931034,1.8411166581358342,13.870619015172414,15.300629552689655,0.0,0.036426458276193105,39.169895567931036,25.251043396862073,6.332856706448276,3.3498621488825377
